f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,ground_truth
-1683.0717337120805,12.047514080636319,20.645066529922836,-581909.9193510448,-132336.05945720585,-0.19781057489771675,-0.045225652171205576,1.3292727567083962,-0.13989461856843455,-0.1812033908770813,-0.5233950988430786,-0.0007026326108530095,0.013492523661440544,-0.09330376815036384,2.055973800553322,-0.6287390174581563,-4670.165564355279,0.007260845734994333,0.14068194855811636,0.005904009332913564,0.005779850060214409,-0.033205458705790676,0.00505727139972745,7.391981846977593e-07,4.822113193225241,0.09752081289040576,0.0005904847033107874,-0.009009566234700157,-9.55519038071312,9.43400508303182e-05,1.0071957870473485,0.9867438880024458,13698.628222927113,37.626270241377526,628.2789401787265,27.60885551001131,-349.54558738540806,-189.83335506960083,45065457.61679495,9.560522470338165,34.624971411456414,-53.10382818163961,30867.933370730392,6.108357766119655,174.43873481932465,Zero-Day
481904.9532575219,5.475400994105849,76.35957220658473,16416.43564785016,-124971.26670727681,-0.1986987524226139,0.03786007685325904,2.0360238229747734,0.3476560164477432,0.20537197803128884,0.559135645570803,-0.0007997135599339352,-0.0002977851412830375,0.03957386881022401,-1.5039319110512515,2.9177353212392747,126.07585957774545,-0.0915056867236455,0.17801396765483357,-0.0028565446234620723,0.008151160690697616,-0.0028804292760965904,-0.0002595396714893019,-0.0024141125610748168,1.7764074686918552,-0.8381876038400911,0.0009320148218362487,-0.020187654940005437,-0.3017649875770376,6.473580325025029e-05,1.0774307782005945,1.1192065270522007,-8655.682983417804,-86.64419126077121,-644.9463151953727,51.6725646117668,-588.6363104313696,-182.67920610876342,117396948.38293569,11.255060532934479,-11.040884463814345,82.72610307243193,13383.133831544288,-0.010447022094117533,195.37242447377605,Known Attack
99820.09999174424,4.333649035032474,72.8385564607272,44067.47065585926,-59032.68610086587,-0.6512983452618218,0.20908443026745177,0.09626258631414734,-0.06194723886836162,-0.32359961286299,0.03717392820060761,-0.0033933832051489376,0.00029149089329032316,0.19036482109698588,-0.07494771706035364,5.312900108158523,-1256.4036888637818,-0.04230824865662737,-0.07917709878303528,-0.0032678770097215593,0.002300362319634486,-0.0007494755057472803,-0.002531491664100053,0.001378747745615696,0.9450508550722121,1.0071594224334124,-0.0024819621068001264,-0.002038213615400019,0.06329830909142348,0.00012098351552409943,0.9689390258794136,0.9354210429162767,-2929.0026404269156,-9.197413879121394,228.75833115343826,117.84472392171224,194.2724392362493,-227.33242613154346,85951944.03505245,8.356079202802205,14.471614589442337,-8.420625419005088,34967.73325419514,-0.2195279780915324,155.06247555450267,Known Attack
-3143812.617488241,8.194090490823465,15.904021478590721,144315.73286945242,30236.719821534134,0.9113356387949604,-0.054329412159951664,0.582035680404233,-0.16050577544762518,0.019604204543501366,-0.1141870813924816,0.0008474406194808214,0.00025939748560161114,0.16491912744922585,-0.4756308939666639,1.7113718155363293,989.1023750834095,-0.0440052650918648,0.019384049632322275,0.00878745364768375,0.006378696486717702,0.0008010323342936156,0.0008312438836394826,-0.0030181466607838285,1.0821416450143428,-0.9024264764309604,0.0011421939138974426,-0.04224179618554947,-0.8852647481834554,-0.00033586232772264885,1.0210731465747773,1.1510446958275191,8012.831138652621,-226.3911272812798,1504.6923828107313,-228.17080992865,24.505191348225086,-511.71958414428985,113520688.92485575,12.750482780893403,3.0037335610064826,32.82113119007956,119802.35785616719,0.5684622297869851,137.1317715518824,Zero-Day
159894.31367131832,21.298101375891587,76.63340977955849,2252.9108308286322,249792.91891563247,-1.4470404232474112,-0.062129589699511815,0.4020089556740951,0.7960374646673273,0.27954553887137423,0.3997988221434725,-0.0013077850016212365,-0.0004663486608511374,-0.5931531775167157,1.238498460935424,2.737511273127775,1260.5270640788935,0.042788220053411326,0.13230474282781568,-0.018312130325500827,0.004746740451686054,-0.0032656683687396783,-0.00656136835433528,-0.0009937131298936167,0.3509235592450002,-0.3153755675042202,-0.0037842308263179593,0.010831844810639195,0.11264218654921854,-0.0006348892286215912,0.8919230713523584,1.0061898792283637,-402.7356873191304,100.66357066124101,-967.7098355029655,497.8695273584425,353.03402600108916,1056.461942457167,61948734.59792152,10.364430646371236,12.006083003874382,345.6816317900543,-15971.423949537722,0.4498908975398389,213.7222891312196,Zero-Day
533442.765026226,0.3671359737121518,80.48019727519197,33764.28825412001,-68467.28657071969,-0.6497803403207372,0.012864588958343501,0.1590978197620409,-0.053255147462711774,-0.39248504229768083,-0.03162560318532347,-0.0004497426052157701,-0.0002516155313015832,-0.2833590644058216,2.325430352070249,0.766065149834767,373.8673930860572,0.09539498968214596,0.12458229091134601,-0.017464383705735234,1.5758892955841913e-07,0.0010428965233980328,-5.6650782093611114e-05,-0.001212644466741162,0.7960353661301148,0.5118168695240773,0.0009657712772748185,0.052567343955403495,2.0537953564457845,6.968804259098197e-05,1.0198521294968046,0.9839612764531589,-736.8893633134493,-153.86598488927143,189.10056425855862,-214.27335929581892,11.466283253953687,-157.06466657310222,69463961.44582035,10.990894847508521,9.893335380125725,63.910972903329174,-128325.59471909255,-0.2960507811543709,23.57678709979619,Zero-Day
-402577.60011734127,7.283645790859401,108.52807420703719,28393.0162232767,20238.97740877443,22.5,-0.02593180773980925,0.2772678035467195,-0.17726036240384568,0.25038123126118716,-0.33706308139250574,-0.0021151818896298,-0.0002527392160273125,-0.5175689580392671,-1.0984425328026282,1.174939261006073,-1416.3987661539832,0.3834965619703746,1.893109201894294,0.002092550649156638,-0.000745556609534295,0.00020534781761039422,0.0018442626078993424,-0.003834467404570116,0.8220113123725147,0.29225958930707263,0.0013922986904293048,-0.009390771502412245,-4.738527829215065,0.003862375332092942,1.0142773454446508,0.9214469806194843,-34818.22061529019,2413.1940236291753,253.7348889569311,-383.9108187183157,33.69508944085188,725.7190743412648,81551190.76538125,9.575122240727874,7.480428959119056,110.93534952123403,-19173.962344359858,0.2284488610482887,89.7634798050416,Zero-Day
-1210473.5452722113,-0.1041524616221734,10.562571934996313,-485685.51949646114,-193541.94526244092,-10.713235831874727,0.060862618031341846,-1.0266462669387748,0.2792571561183162,-0.022846812233605882,0.052626906309627616,-0.0003743675782432323,0.0024038363928472715,0.041912644518692775,-1.4917513587665376,2.8698044546670918,28.13227607919368,0.0931472625469115,0.16192342138384305,-0.010593855205335906,0.0026107334105208873,-0.002581059318841958,-0.0007498383189967405,-0.0017514833656564553,0.10327079055348704,10.336546948057428,-6.372960120245963e-05,0.051450793198727356,0.5343114599872878,9.126090274829538e-05,0.8959350378837623,0.74953672331508,-4537.710127592455,209.5895767045347,138.14622058891038,68.48823868233401,95.05978662044114,3135.667483984989,91228497.5688994,7.023004264385014,13.501192881789626,169.8395796075665,8166.870567086164,-3.6708130953891227,347.2046526712104,Zero-Day
194240.9698940289,93.26017550623261,73.21410906607703,146648.93774646972,99454.25129493965,-2.3020539827206266,0.1393440290811124,3.294300632949064,-0.005935973692826543,-0.136747026739351,-2.3341983487637803,0.00011471363567196665,0.0005652471832150078,-4.341342248034507,-4.7837480935718,1.4462007094262657,433.2119290481363,0.05838064888629437,0.7089072686953766,0.010853550794090474,-0.0011035336321405993,8.531174732556482e-05,-0.002147096733976495,-0.02555476696794459,-0.7843618040347776,1.2742688739389407,0.0015305014778259792,0.05296175616393043,1.8970570842697323,6.794172671163196e-05,0.9903974960326987,0.9609880834340847,-1592.8946847041846,-1561.0211958238754,41.84885000295023,44.61313269048269,-108.83397512069074,3135.667483984989,-17067059.21676071,7.616724202803079,15.459676791747583,62.94073002476172,-301999.8193781489,-0.4775495504463759,138.92896748453455,Zero-Day
-495132.170334714,16.388708082918512,76.0568249093693,-71337.01221609669,133312.65058982954,-1.4381013663202475,-0.025273147771243294,-0.4541034509460362,0.11553857811360978,0.3678393146138337,0.5642446311263457,-0.0017540324569515187,0.0007943608440867263,-0.00338036714617837,0.6502885371075603,0.061899356408220765,913.8693187114053,-0.00034884945084162264,0.09250109674755505,0.006238861579727386,0.0017219489041572916,-0.00421449972293342,0.0041268121175940175,-7.155721047822955e-05,0.8337233575075838,-0.09281435123447729,0.002732588527843972,0.054359519536014034,-0.4301184889938934,1.5181190077629264e-05,1.0063336842963315,1.0348773041553105,-1334.912677843977,15.707838806892049,502.2111196063319,386.5374014873562,-235.17155357355963,-12.734490035690797,93902572.39925219,11.78607485646987,11.877887638193242,168.91361818312555,70937.09130607556,0.40905780093284294,152.50494235943168,Known Attack
